"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30","LRT.p.value","Log2fc_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Stat_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","P.value_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Adj.p.value_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Log2fc_(Ground Control & Carcass)v(Space Flight & Carcass)","Stat_(Ground Control & Carcass)v(Space Flight & Carcass)","P.value_(Ground Control & Carcass)v(Space Flight & Carcass)","Adj.p.value_(Ground Control & Carcass)v(Space Flight & Carcass)","Log2fc_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Stat_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","P.value_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Adj.p.value_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Log2fc_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Stat_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","P.value_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Adj.p.value_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Log2fc_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Stat_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","P.value_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Adj.p.value_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Log2fc_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Stat_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","P.value_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Adj.p.value_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Log2fc_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Stat_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","P.value_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Adj.p.value_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Log2fc_(Space Flight & Carcass)v(Ground Control & Carcass)","Stat_(Space Flight & Carcass)v(Ground Control & Carcass)","P.value_(Space Flight & Carcass)v(Ground Control & Carcass)","Adj.p.value_(Space Flight & Carcass)v(Ground Control & Carcass)","Log2fc_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Stat_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","P.value_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Adj.p.value_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Log2fc_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Stat_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","P.value_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Adj.p.value_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Log2fc_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Stat_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","P.value_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Adj.p.value_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Log2fc_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","Stat_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","P.value_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","Adj.p.value_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","All.mean","All.stdev","Group.Mean_(Ground Control & Carcass)","Group.Mean_(Ground Control & Upon euthanasia)","Group.Mean_(Space Flight & Carcass)","Group.Mean_(Space Flight & Upon euthanasia)","Group.Stdev_(Ground Control & Carcass)","Group.Stdev_(Ground Control & Upon euthanasia)","Group.Stdev_(Space Flight & Carcass)","Group.Stdev_(Space Flight & Upon euthanasia)"
"ENSMUSG00000006456","Rbm14","RNA binding motif protein 14","NM_019869|NP_063922","56275","10090.ENSMUSP00000006625","GO:0043207|GO:0010628|GO:0002253|GO:0051171|GO:0031325|GO:0045944|GO:0010467|GO:2001141|GO:0006139|GO:0045292|GO:0050789|GO:0050778|GO:0006351|GO:0016071|GO:0009607|GO:0006807|GO:0045087|GO:0006952|GO:0048518|GO:0071704|GO:0045893|GO:0043170|GO:0045089|GO:0032103|GO:0044419|GO:0050776|GO:0044237|GO:0032774|GO:0034641|GO:0010604|GO:0008380|GO:0048522|GO:0044238|GO:0018130|GO:0048583|GO:0034654|GO:0006950|GO:0098542|GO:0050794|GO:0031347|GO:0019438|GO:0031349|GO:0019222|GO:0000381|GO:1903311|GO:0031323|GO:0006725|GO:0051173|GO:1902680|GO:0016070|GO:0044260|GO:0006357|GO:0006396|GO:0009058|GO:0006355|GO:0009891|GO:0048584|GO:1901360|GO:0009893|GO:0009889|GO:0045935|GO:0044271|GO:0010557|GO:0000380|GO:0050684|GO:0002682|GO:0010556|GO:0010468|GO:0000398|GO:0008152|GO:0097659|GO:0046483|GO:0034645|GO:0009059|GO:0032101|GO:0006955|GO:0080134|GO:0002684|GO:0044249|GO:1901576|GO:0031328|GO:0009987|GO:1901362|GO:0051252|GO:0002831|GO:0080090|GO:0045088|GO:0050896|GO:0009605|GO:0002376|GO:0043484|GO:0090304|GO:0031326|GO:0060255|GO:0002218|GO:0051707|GO:0019219|GO:0000377|GO:0065007|GO:0006397|GO:1903506|GO:0000375|GO:0051254|GO:1903508|GO:0048024|GO:0002833|GO:0006366|GO:2000112|GO:0003676|GO:0003712|GO:0140110|GO:0003723|GO:0097159|GO:0005488|GO:0003713|GO:0098772|GO:1901363|GO:0030374|GO:0031974|GO:0043233|GO:0005634|GO:0043231|GO:0005654|GO:0070013|GO:0110165|GO:0016607|GO:0016604|GO:0043226|GO:0043229|GO:0032991|GO:0005667|GO:0005622|GO:0043227|GO:0031981",2421.82509516627,1262.36339537322,3397.21309786466,2104.88670128144,1621.18578784889,3788.54022728283,4594.66752342107,431.664258348649,1800.78438064815,2490.29865246701,169.535032271838,3205.47536358517,2428.92317064616,4127.58092424761,0.999833890762184,0.410078873964713,0.441314677889303,0.658985201495171,0.995988708758992,-0.02164842088561,-0.0308221771347759,0.9754113540248,0.999382712621237,-0.168809915374662,-0.181686668419699,0.855828628897711,0.999581041711064,-0.431727294850323,-0.464612645870673,0.642208874629472,0.998946756446904,-0.578888789339374,-0.521244526919677,0.602196439306403,0.998765900847869,-0.147161494489052,-0.158387113013551,0.87415176792751,0.999961895137857,-0.410078873964713,-0.441314677889303,0.658985201495171,0.995988708758992,0.02164842088561,0.0308221771347759,0.9754113540248,0.999382712621237,0.168809915374662,0.181686668419699,0.855828628897711,0.999581041711064,0.431727294850323,0.464612645870673,0.642208874629472,0.998946756446904,0.578888789339374,0.521244526919677,0.602196439306403,0.998765900847869,0.147161494489052,0.158387113013551,0.87415176792751,0.999961895137857,2417.49597217521,1317.74254758779,2447.368,1842.094,2484.363,2751.05,1700.9811,819.8632,1464.7274,913.8128
"ENSMUSG00000006457","Actn3","actinin alpha 3","NM_013456|NP_038484","11474","10090.ENSMUSP00000006626",NA,3167.0192023201,4187.54148857529,2585.16981002036,4111.09962694428,3206.17110161025,506.386078606193,3309.13647102766,1517.01582204584,1261.98241001656,11.5928519705969,2990.31026211448,372.710650318494,931.276542133565,3927.51638113836,0.999833890762184,-0.908029728049756,-0.796738234834395,0.425603073235113,0.995988708758992,0.251517690549438,0.291910990315705,0.770354680237228,0.999382712621237,-0.772712464265018,-0.677996194537653,0.497774106058402,0.999581041711064,1.15954741859919,1.01741269815427,0.308957143813449,0.998946756446904,0.135317263784738,0.0993412372360289,0.920867337749659,0.998765900847869,-1.02423015481446,-0.898669381270585,0.368828790692558,0.999961895137857,0.908029728049756,0.796738234834395,0.425603073235113,0.995988708758992,-0.251517690549438,-0.291910990315705,0.770354680237228,0.999382712621237,0.772712464265018,0.677996194537653,0.497774106058402,0.999581041711064,-1.15954741859919,-1.01741269815427,0.308957143813449,0.998946756446904,-0.135317263784738,-0.0993412372360289,0.920867337749659,0.998765900847869,1.02423015481446,0.898669381270585,0.368828790692558,0.999961895137857,2291.78062134586,1477.31785028659,1960.138,3677.28,1646.681,3348.135,1241.9308,721.6182,1718.7108,1078.9953
"ENSMUSG00000006463","Zdhhc24","zinc finger, DHHC domain containing 24","NM_001168516|NM_001168517|NM_027476|NP_001161988|NP_001161989|NP_081752","70605","10090.ENSMUSP00000006632","GO:0051641|GO:0033036|GO:0043412|GO:0034613|GO:0044260|GO:0006810|GO:0071705|GO:0036211|GO:0018193|GO:0009058|GO:0045184|GO:0042886|GO:0071702|GO:0090150|GO:0051234|GO:0006807|GO:0044267|GO:0018345|GO:0019538|GO:0006497|GO:0071704|GO:0008152|GO:0034645|GO:0009059|GO:0043170|GO:0072657|GO:0006605|GO:1901566|GO:1901564|GO:0044237|GO:0044249|GO:1901576|GO:0043543|GO:0015833|GO:0009987|GO:0042158|GO:0044238|GO:0008104|GO:0006464|GO:0051179|GO:0006612|GO:0070727|GO:0015031|GO:0051649|GO:0006886|GO:0042157|GO:0046907|GO:0016747|GO:0016746|GO:0016409|GO:0016740|GO:0140096|GO:0003824|GO:0005737|GO:0012505|GO:0043231|GO:0005622|GO:0005794|GO:0043227|GO:0005773|GO:0071944|GO:0110165|GO:0043226|GO:0005783|GO:0016020|GO:0043229|GO:0005886",1162.84522447618,1831.99075440741,3911.07795827876,4401.02008421894,1874.25495021389,840.4404851241,1122.71020086124,4828.29745621887,3034.97183644096,4287.26506257961,173.386433666178,4489.08536121252,1243.10912035277,3624.49408409588,0.999833890762184,0.644445432290658,0.713477596218582,0.475550271716285,0.995988708758992,-0.239999544241956,-0.351563584648213,0.72516557906174,0.999382712621237,-0.828906823491081,-0.917944637886557,0.358647850543401,0.999581041711064,-0.884444976532614,-0.979201691583497,0.327480332985862,0.998946756446904,-1.47335225578174,-1.36491071272429,0.172281114817968,0.998765900847869,-0.588907279249126,-0.652176049658091,0.514287608534196,0.999961895137857,-0.644445432290658,-0.713477596218582,0.475550271716285,0.995988708758992,0.239999544241956,0.351563584648213,0.72516557906174,0.999382712621237,0.828906823491081,0.917944637886557,0.358647850543401,0.999581041711064,0.884444976532614,0.979201691583497,0.327480332985862,0.998946756446904,1.47335225578174,1.36491071272429,0.172281114817968,0.998765900847869,0.588907279249126,0.652176049658091,0.514287608534196,0.999961895137857,2630.35350086766,1611.48054628825,2340.135,1497.418,2763.468,4156.049,1629.5706,473.1573,1940.4312,346.4414
"ENSMUSG00000006464","Bbs1","Bardet-Biedl syndrome 1 (human)","NM_001033128|NP_001028300|XM_006531788|XP_006531851","52028","10090.ENSMUSP00000055321","GO:0048199|GO:1905515|GO:0099118|GO:0044782|GO:0044085|GO:0051641|GO:0051640|GO:0030030|GO:0033036|GO:0034613|GO:0006810|GO:0007018|GO:0000226|GO:0071705|GO:0035082|GO:0120036|GO:0045184|GO:0042886|GO:0071702|GO:0061512|GO:0051234|GO:0051650|GO:0030705|GO:0007010|GO:0033365|GO:0051656|GO:0022607|GO:0060271|GO:0051648|GO:0016192|GO:0016043|GO:0035735|GO:0097712|GO:0009987|GO:0015833|GO:0048193|GO:0006903|GO:0010970|GO:0030031|GO:0042073|GO:0008104|GO:0051179|GO:0070925|GO:0071840|GO:0099111|GO:0070727|GO:0007017|GO:0098840|GO:0006996|GO:1905349|GO:0001578|GO:0015031|GO:0006928|GO:0006886|GO:0051649|GO:0046907|GO:0120031|GO:0031503|GO:0005515|GO:0001664|GO:0005102|GO:0005488|GO:0099080|GO:0005930|GO:0099081|GO:0110165|GO:0043226|GO:0043229|GO:0005813|GO:0043228|GO:0005622|GO:0015630|GO:0098590|GO:0042995|GO:0005929|GO:0030990|GO:0005874|GO:0005815|GO:0099568|GO:0071944|GO:0099512|GO:0016020|GO:0120025|GO:0005814|GO:0099513|GO:0005737|GO:0043232|GO:0032991|GO:0036064|GO:0097014|GO:0032838|GO:0005856|GO:0034464|GO:0005886",894.416139617629,3846.17086891581,4072.86497527006,1448.54444708239,3682.80842831209,2383.39771483955,70.2163684897838,4180.78501827838,196.740740394233,807.019556446236,701.138232018229,737.273065629618,1128.38697174246,1277.14214800958,0.999833890762184,-0.172831914990939,-0.15760280855472,0.874769790328193,0.995988708758992,1.17757895682865,1.42023823307603,0.155538336402826,0.999382712621237,-0.392880952255199,-0.358269742497253,0.720141459250064,0.999581041711064,1.35041087181959,1.23129169235039,0.218213787915281,0.998946756446904,-0.22004903726426,-0.167887545034798,0.866671748672946,0.998765900847869,-1.57045990908385,-1.43196044978596,0.152155140468241,0.999961895137857,0.172831914990939,0.15760280855472,0.874769790328193,0.995988708758992,-1.17757895682865,-1.42023823307603,0.155538336402826,0.999382712621237,0.392880952255199,0.358269742497253,0.720141459250064,0.999581041711064,-1.35041087181959,-1.23129169235039,0.218213787915281,0.998946756446904,0.22004903726426,0.167887545034798,0.866671748672946,0.998765900847869,1.57045990908385,1.43196044978596,0.152155140468241,0.999961895137857,1816.207476789,1505.27395203543,2102.79,2370.294,930.192,2760.705,1914.265,2087.2058,257.1529,1855.6748
"ENSMUSG00000007338","Mrpl49","mitochondrial ribosomal protein L49","NM_026246|NP_080522","18120","10090.ENSMUSP00000007482","GO:0003735|GO:0005198|GO:0031974|GO:0098798|GO:0043233|GO:0043231|GO:0070013|GO:0005762|GO:0110165|GO:0005739|GO:0043226|GO:0005761|GO:0043229|GO:0044391|GO:0043232|GO:0005737|GO:1990904|GO:0043228|GO:0000313|GO:0032991|GO:0005622|GO:0015934|GO:0005759|GO:0043227|GO:0005840",1523.49779034324,4656.13139182163,1556.36360586354,1466.62483524874,1546.01574596969,1259.66971434037,2679.27941065472,807.065287682673,4030.13764463246,748.314205655321,1481.13278547772,998.681977307802,937.485554716181,3806.08866925851,0.999833890762184,-0.582022327106345,-0.686220962463588,0.492573780846971,0.995988708758992,0.372960066464937,0.581600871339793,0.560835555876222,0.999382712621237,0.450011342510189,0.530438508359909,0.595807932739039,0.999581041711064,0.954982393571282,1.12590538227746,0.26020557092825,0.998946756446904,1.03203366961653,1.01790683383485,0.308722233667216,0.998765900847869,0.0770512760452524,0.0908183535474924,0.927636926295607,0.999961895137857,0.582022327106345,0.686220962463588,0.492573780846971,0.995988708758992,-0.372960066464937,-0.581600871339793,0.560835555876222,0.999382712621237,-0.450011342510189,-0.530438508359909,0.595807932739039,0.999581041711064,-0.954982393571282,-1.12590538227746,0.26020557092825,0.998946756446904,-1.03203366961653,-1.01790683383485,0.308722233667216,0.998765900847869,-0.0770512760452524,-0.0908183535474924,0.927636926295607,0.999961895137857,1964.03490135518,1293.02616331829,2064.434,3089.815,1594.341,1511.494,1298.01818,2215.10646,1265.57042,63.45489
"ENSMUSG00000009378","Slc16a12","solute carrier family 16 (monocarboxylic acid transporters), member 12","NM_172838|NP_766426|XM_006527078|XM_006527079|XM_011247246|XP_006527141|XP_006527142|XP_011245548","240638","10090.ENSMUSP00000009522","GO:0051179|GO:0015718|GO:0071702|GO:0051234|GO:0015711|GO:0006820|GO:0015849|GO:0006811|GO:0006810|GO:0046942|GO:0015318|GO:0008509|GO:0022857|GO:0046943|GO:0005342|GO:0015075|GO:0008028|GO:0008514|GO:0005215|GO:0031224|GO:0005887|GO:0031226|GO:0071944|GO:0110165|GO:0016020|GO:0016021|GO:0005886",2294.62275841575,255.275362230072,2936.21130011289,4952.66221522293,3384.08033784477,1081.64648552564,2273.92486733641,105.341462870847,4374.2636120078,1670.81000450057,4257.70865265769,608.604843954386,809.260387020956,1626.77139245669,0.999833890762184,0.816021666413436,0.773767706790915,0.439068172649135,0.995988708758992,0.322428840978258,0.404497331110586,0.685847040077444,0.999382712621237,-0.814126353934157,-0.772159965732835,0.440019689561647,0.999581041711064,-0.493592825435178,-0.468024471365847,0.639767089816503,0.998946756446904,-1.63014802034759,-1.29339595734843,0.195874147611715,0.998765900847869,-1.13655519491242,-1.07794550779211,0.281058075031667,0.999961895137857,-0.816021666413436,-0.773767706790915,0.439068172649135,0.995988708758992,-0.322428840978258,-0.404497331110586,0.685847040077444,0.999382712621237,0.814126353934157,0.772159965732835,0.440019689561647,0.999581041711064,0.493592825435178,0.468024471365847,0.639767089816503,0.998946756446904,1.63014802034759,1.29339595734843,0.195874147611715,0.998765900847869,1.13655519491242,1.07794550779211,0.281058075031667,0.999961895137857,2187.94169158267,1593.03203048127,2243.851,1274.949,1794.631,3944.437,1714.907,1442.036,1456.698,1425.846
"ENSMUSG00000010095","Slc3a2","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2","NM_001161413|NM_008577|NP_001154885|NP_032603|XM_006526733|XM_017318078|XM_036161455|XP_006526796|XP_017173567|XP_036017348","17254","10090.ENSMUSP00000130194",NA,3672.00868722672,3176.47975821341,1557.41678902245,4615.36114723449,3842.6039480724,938.071213320783,263.631245991728,3875.85110381811,4097.09530916017,1552.42745821461,3091.29390010955,4425.72408364769,4129.74432513393,3860.46940115471,0.999833890762184,-0.395499427240792,-0.501620002216497,0.615934846587867,0.995988708758992,-0.390294283340925,-0.65483323516222,0.512575129922676,0.999382712621237,-0.245601442923206,-0.311490389010783,0.755427848193844,0.999581041711064,0.00520514389986612,0.00660199053699446,0.994732411945754,0.998946756446904,0.149897984317586,0.159065535735537,0.873617240959925,0.998765900847869,0.14469284041772,0.183516005945382,0.854393161108092,0.999961895137857,0.395499427240792,0.501620002216497,0.615934846587867,0.995988708758992,0.390294283340925,0.65483323516222,0.512575129922676,0.999382712621237,0.245601442923206,0.311490389010783,0.755427848193844,0.999581041711064,-0.00520514389986612,-0.00660199053699446,0.994732411945754,0.998946756446904,-0.149897984317586,-0.159065535735537,0.873617240959925,0.998765900847869,-0.14469284041772,-0.183516005945382,0.854393161108092,0.999961895137857,3078.44131216577,1404.94278515068,2603.451,3424.244,3411.932,3086.389,1846.1935,350.3919,1151.6055,2162.2932
"ENSMUSG00000010097","Nxf1","nuclear RNA export factor 1","NM_001276704|NM_016813|NP_001263633|NP_058093","53319","10090.ENSMUSP00000010241","GO:0051641|GO:0033036|GO:0034613|GO:0006810|GO:0050657|GO:0071705|GO:0010467|GO:0071426|GO:0045184|GO:0006403|GO:0042886|GO:0071702|GO:0071427|GO:0051234|GO:0050658|GO:0006611|GO:0051169|GO:0071704|GO:0008152|GO:0016973|GO:0006406|GO:0051236|GO:0043170|GO:0015833|GO:0051028|GO:0009987|GO:0071166|GO:0008104|GO:0051179|GO:0070727|GO:0051168|GO:0006913|GO:0015931|GO:0015031|GO:0006886|GO:0051649|GO:0046907|GO:0006405|GO:0031503|GO:0003676|GO:0003723|GO:1901363|GO:0005488|GO:0097159|GO:0043227|GO:0110165|GO:0043226|GO:0005634|GO:0043231|GO:0043229|GO:0005622",4213.82142295472,3941.31672144535,4434.47587466366,742.879533082826,3576.23790882205,2606.40616443493,534.399721974676,344.706496182808,1242.40251508977,2312.23718358472,2305.50792016285,4979.22507134645,4173.55425948932,3048.57621145767,0.999833890762184,-1.2962775849016,-1.54832710247825,0.12154356236248,0.995988708758992,-1.0185859138258,-1.609295865311,0.107551662763214,0.999382712621237,-0.640559433887128,-0.765023466996108,0.444257570852085,0.999581041711064,0.277691671075796,0.331716204492246,0.740103563459415,0.998946756446904,0.655718151014471,0.655302611207888,0.512272939940262,0.998765900847869,0.378026479938676,0.451519663008469,0.651615056601655,0.999961895137857,1.2962775849016,1.54832710247825,0.12154356236248,0.995988708758992,1.0185859138258,1.609295865311,0.107551662763214,0.999382712621237,0.640559433887128,0.765023466996108,0.444257570852085,0.999581041711064,-0.277691671075796,-0.331716204492246,0.740103563459415,0.998946756446904,-0.655718151014471,-0.655302611207888,0.512272939940262,0.998765900847869,-0.378026479938676,-0.451519663008469,0.651615056601655,0.999961895137857,2746.8390717637,1558.41706238027,1660.831,4077.569,3363.82,2588.678,1390.9538,192.6899,1182.2048,2610.3528
"ENSMUSG00000010110","Stx5a","syntaxin 5A","NM_001167799|NM_019829|NP_001161271|NP_062803|XM_030250998|XM_030250999|XM_030251000|XP_030106858|XP_030106859|XP_030106860","56389","10090.ENSMUSP00000134854","GO:0006888|GO:0006906|GO:0051641|GO:0051640|GO:0033036|GO:0061024|GO:0034613|GO:0090174|GO:0006810|GO:0071705|GO:0016192|GO:0016043|GO:0015833|GO:0009987|GO:0048193|GO:0045184|GO:0008104|GO:0051179|GO:0042886|GO:0071840|GO:0071702|GO:0070727|GO:0061025|GO:0051234|GO:0006996|GO:0015031|GO:0051649|GO:0006886|GO:0016050|GO:0046907|GO:0048284|GO:0060090|GO:0005515|GO:0005488|GO:0000149|GO:0030674|GO:0098588|GO:0098796|GO:0043231|GO:0005794|GO:0031201|GO:0005773|GO:0031090|GO:0071944|GO:0110165|GO:0043226|GO:0016021|GO:0016020|GO:0043229|GO:0005737|GO:0031224|GO:0032991|GO:0012505|GO:0005622|GO:0043227|GO:0000139|GO:0005886",230.370637863872,2531.77606984872,1322.68358008226,1316.6624760419,3959.656880838,2970.14278386076,3359.12893410274,984.0400496388,123.594467462765,1379.07167939309,1593.85182142106,1917.73846301209,4147.52398720641,4182.90340580071,0.999833890762184,0.723230863765481,0.711815709410931,0.476578903498958,0.995988708758992,-0.214313303657341,-0.279081647269872,0.780182167154859,0.999382712621237,0.78888933229395,0.776415542849315,0.437503670368333,0.999581041711064,-0.937544167422822,-0.922757249693344,0.356133723855642,0.998946756446904,0.0656584685284692,0.0540625040100051,0.956885366001636,0.998765900847869,1.00320263595129,0.987351781709967,0.323470213768888,0.999961895137857,-0.723230863765481,-0.711815709410931,0.476578903498958,0.995988708758992,0.214313303657341,0.279081647269872,0.780182167154859,0.999382712621237,-0.78888933229395,-0.776415542849315,0.437503670368333,0.999581041711064,0.937544167422822,0.922757249693344,0.356133723855642,0.998946756446904,-0.0656584685284692,-0.0540625040100051,0.956885366001636,0.998765900847869,-1.00320263595129,-0.987351781709967,0.323470213768888,0.999961895137857,2144.22465975523,1391.31395531552,2279.313,1381.073,2644.218,1319.673,1642.532968,1627.339387,1401.70597,4.257563
"ENSMUSG00000010663","Fads1","fatty acid desaturase 1","NM_146094|NP_666206|XM_006527438|XP_006527501","76267","10090.ENSMUSP00000010807",NA,834.347835045814,2075.85596405016,846.315593166356,1318.72468887316,3954.88676054284,1718.36888488371,4204.52243799902,1970.60578449779,330.503484945986,3198.07995128264,2633.98503885354,3231.27009785731,5093.70790909391,3916.73213626068,0.999833890762184,0.743590934213681,0.954095177614312,0.340035466908279,0.995988708758992,-0.569476724054508,-0.966742951476222,0.333672549648944,0.999382712621237,1.17093754003026,1.50181386389476,0.133145186823694,0.999581041711064,-1.31306765826819,-1.6849063460527,0.0920066420164116,0.998946756446904,0.427346605816579,0.458630090632651,0.646499824416713,0.998765900847869,1.74041426408477,2.23236926944321,0.0255905671295942,0.743192720388631,-0.743590934213681,-0.954095177614312,0.340035466908279,0.995988708758992,0.569476724054508,0.966742951476222,0.333672549648944,0.999382712621237,-1.17093754003026,-1.50181386389476,0.133145186823694,0.999581041711064,1.31306765826819,1.6849063460527,0.0920066420164116,0.998946756446904,-0.427346605816579,-0.458630090632651,0.646499824416713,0.998765900847869,-1.74041426408477,-2.23236926944321,0.0255905671295942,0.743192720388631,2523.42189766806,1453.67400859702,2435.777,1455.102,3614.755,1082.52,1627.8352,877.8788,943.5413,334.0437
