"ENSEMBL","SYMBOL","GENENAME","REFSEQ","ENTREZID","STRING_id","GOSLIM_IDS","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30","LRT.p.value","Log2fc_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Stat_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","P.value_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Adj.p.value_(Ground Control & Carcass)v(Ground Control & Upon euthanasia)","Log2fc_(Ground Control & Carcass)v(Space Flight & Carcass)","Stat_(Ground Control & Carcass)v(Space Flight & Carcass)","P.value_(Ground Control & Carcass)v(Space Flight & Carcass)","Adj.p.value_(Ground Control & Carcass)v(Space Flight & Carcass)","Log2fc_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Stat_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","P.value_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Adj.p.value_(Ground Control & Carcass)v(Space Flight & Upon euthanasia)","Log2fc_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Stat_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","P.value_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Adj.p.value_(Ground Control & Upon euthanasia)v(Space Flight & Carcass)","Log2fc_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Stat_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","P.value_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Adj.p.value_(Ground Control & Upon euthanasia)v(Space Flight & Upon euthanasia)","Log2fc_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Stat_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","P.value_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Adj.p.value_(Space Flight & Carcass)v(Space Flight & Upon euthanasia)","Log2fc_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Stat_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","P.value_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Adj.p.value_(Ground Control & Upon euthanasia)v(Ground Control & Carcass)","Log2fc_(Space Flight & Carcass)v(Ground Control & Carcass)","Stat_(Space Flight & Carcass)v(Ground Control & Carcass)","P.value_(Space Flight & Carcass)v(Ground Control & Carcass)","Adj.p.value_(Space Flight & Carcass)v(Ground Control & Carcass)","Log2fc_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Stat_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","P.value_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Adj.p.value_(Space Flight & Upon euthanasia)v(Ground Control & Carcass)","Log2fc_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Stat_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","P.value_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Adj.p.value_(Space Flight & Carcass)v(Ground Control & Upon euthanasia)","Log2fc_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Stat_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","P.value_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Adj.p.value_(Space Flight & Upon euthanasia)v(Ground Control & Upon euthanasia)","Log2fc_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","Stat_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","P.value_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","Adj.p.value_(Space Flight & Upon euthanasia)v(Space Flight & Carcass)","All.mean","All.stdev","Group.Mean_(Ground Control & Carcass)","Group.Mean_(Ground Control & Upon euthanasia)","Group.Mean_(Space Flight & Carcass)","Group.Mean_(Space Flight & Upon euthanasia)","Group.Stdev_(Ground Control & Carcass)","Group.Stdev_(Ground Control & Upon euthanasia)","Group.Stdev_(Space Flight & Carcass)","Group.Stdev_(Space Flight & Upon euthanasia)"
"ENSMUSG00000057506","Bloc1s2","biogenesis of lysosomal organelles complex-1, subunit 2","NM_028607|NP_082883|XM_011247369|XP_011245671","73689","10090.ENSMUSP00000078042",NA,4023.7602981382,1751.95226330261,4240.97414176946,2713.76316112309,1443.26041907356,1802.37133471781,4453.86050994833,1890.30714125272,4925.35987123468,2631.13843392251,408.334262534504,3617.94364564941,3969.96522323324,3962.42696942735,0.999833890762184,0.00754603754618537,0.0100746122695466,0.991961758391607,0.995988708758992,-0.00740952569686267,-0.0130864271939112,0.989558839802836,0.999382712621237,-0.26052978551192,-0.34784591982356,0.727955901534824,0.999581041711064,-0.014955563243048,-0.0199669845097439,0.984069709856846,0.998946756446904,-0.268075823058106,-0.299453524589559,0.764594027897962,0.998765900847869,-0.253120259815058,-0.337953359021246,0.735398336000097,0.999961895137857,-0.00754603754618537,-0.0100746122695466,0.991961758391607,0.995988708758992,0.00740952569686267,0.0130864271939112,0.989558839802836,0.999382712621237,0.26052978551192,0.34784591982356,0.727955901534824,0.999581041711064,0.014955563243048,0.0199669845097439,0.984069709856846,0.998946756446904,0.268075823058106,0.299453524589559,0.764594027897962,0.998765900847869,0.253120259815058,0.337953359021246,0.735398336000097,0.999961895137857,2988.24411966625,1365.43473899062,2903.032,2887.856,2917.962,3477.369,1647.944,1606.411,1505.664,1079.901
"ENSMUSG00000057605","Gm6807","ribosomal protein L6 pseudogene",NA,"627889",NA,NA,4144.80958255883,434.47820179218,1723.42497948054,1693.10997226605,2657.2083334824,2817.93047170667,3807.20544709347,2155.27826316291,3721.07428787728,3015.3029978814,586.503210964634,908.818492416106,2119.03708695276,3768.21117243214,0.999833890762184,0.405171452730893,0.487039095271203,0.62623062585747,0.995988708758992,0.544062556641131,0.865155836692139,0.38695326133856,0.999382712621237,0.827975258432481,0.995148394835626,0.319664096198455,0.999581041711064,0.138891103910239,0.166947450163208,0.867411397192441,0.998946756446904,0.422803805701588,0.425167793218027,0.670714360574692,0.998765900847869,0.283912701791349,0.341220951836164,0.732937251498,0.999961895137857,-0.405171452730893,-0.487039095271203,0.62623062585747,0.995988708758992,-0.544062556641131,-0.865155836692139,0.38695326133856,0.999382712621237,-0.827975258432481,-0.995148394835626,0.319664096198455,0.999581041711064,-0.138891103910239,-0.166947450163208,0.867411397192441,0.998946756446904,-0.422803805701588,-0.425167793218027,0.670714360574692,0.998765900847869,-0.283912701791349,-0.341220951836164,0.732937251498,0.999961895137857,2396.59946429053,1232.04113376294,3031.739,2289.644,2079.575,1708.267,712.51352,2623.60048,1353.56662,21.43595
"ENSMUSG00000057817","Olfr1446","olfactory receptor 1446","NM_146704|NP_666915","258699","10090.ENSMUSP00000079994","GO:0050789|GO:0050896|GO:0007165|GO:0051716|GO:0050794|GO:0003008|GO:0065007|GO:0007186|GO:0032501|GO:0007606|GO:0007154|GO:0007600|GO:0050877|GO:0009987|GO:0023052|GO:0038023|GO:0060089|GO:0004984|GO:0005488|GO:0004888",1800.90446576616,3501.81496260963,436.628056372923,4683.85147831901,1899.92756756621,1579.37825837622,1708.05108853142,1460.73420542793,1947.06446963729,3377.29127393869,3083.65369030417,3502.60889393151,2782.39994623945,555.545819351267,0.999833890762184,-0.625433133712052,-0.753376385406207,0.451223769095917,0.995988708758992,-0.630287955286223,-1.00431580350445,0.315226418632631,0.999382712621237,-0.574985299866739,-0.69259527740364,0.488563574869373,0.999581041711064,-0.00485482157417106,-0.00584832217472075,0.995333740630117,0.998946756446904,0.0504478338453135,0.0508444022746381,0.95944950871309,0.998765900847869,0.0553026554194846,0.0666186252496865,0.946885317878843,0.999961895137857,0.625433133712052,0.753376385406207,0.451223769095917,0.995988708758992,0.630287955286223,1.00431580350445,0.315226418632631,0.999382712621237,0.574985299866739,0.69259527740364,0.488563574869373,0.999581041711064,0.00485482157417106,0.00584832217472075,0.995333740630117,0.998946756446904,-0.0504478338453135,-0.0508444022746381,0.95944950871309,0.998765900847869,-0.0553026554194846,-0.0666186252496865,0.946885317878843,0.999961895137857,2308.56101259799,1215.37546968432,1719.031,2651.36,2660.3,2560.24,206.7991,1202.7253,1209.0996,3003.2405
"ENSMUSG00000057858","Fam204a","family with sequence similarity 204, member A","NM_001358271|NM_001358272|NM_001358273|NM_029648|NP_001345200|NP_001345201|NP_001345202|NP_083924|NR_152390|NR_152391|XM_006527443|XM_006527444|XM_006527445|XM_006527447|XM_006527450|XM_017318307|XM_030251127|XM_036161723|XP_006527506|XP_006527507|XP_006527508|XP_006527510|XP_006527513|XP_017173796|XP_030106987|XP_036017616","76539","10090.ENSMUSP00000063913",NA,4880.81219603453,414.449579756696,4198.6870020879,498.276236512494,2175.831700205,2935.67980701975,1720.23647406247,1590.66031542466,133.897417618777,3514.96638566452,3936.95201469677,4374.71458454576,1608.11047271002,790.575090988292,0.999833890762184,-0.629925764447742,-0.608322255675106,0.542973763048439,0.995988708758992,-0.733724161407534,-0.937319204547123,0.348594387225814,0.999382712621237,-0.456866135842637,-0.441184645294916,0.659079328328162,0.999581041711064,-0.103798396959791,-0.100243069035941,0.920151354047061,0.998946756446904,0.173059628605105,0.139828928291279,0.888795156358812,0.998765900847869,0.276858025564897,0.267367066693293,0.789186553683646,0.999961895137857,0.629925764447742,0.608322255675106,0.542973763048439,0.995988708758992,0.733724161407534,0.937319204547123,0.348594387225814,0.999382712621237,0.456866135842637,0.441184645294916,0.659079328328162,0.999581041711064,0.103798396959791,0.100243069035941,0.920151354047061,0.998946756446904,-0.173059628605105,-0.139828928291279,0.888795156358812,0.998765900847869,-0.276858025564897,-0.267367066693293,0.789186553683646,0.999961895137857,2340.98923409483,1622.24102356861,1711.261,2647.631,2845.064,2348.482,1026.855,3158.195,1559.792,2616.586
"ENSMUSG00000057990",NA,NA,NA,NA,NA,NA,909.57703763999,2007.27206965458,1542.61444750512,337.192526966292,2161.52002947034,398.217527730046,704.51492708281,2698.3312227568,3676.72838085802,238.889429514171,3942.21263675105,2902.07104593975,2403.5284093403,2198.75451776784,0.999833890762184,0.402816768809354,0.405045864110596,0.685443798409003,0.995988708758992,-0.277855248021746,-0.369647546469741,0.711645119458229,0.999382712621237,1.03722578864599,1.04273955420833,0.297068933218593,0.999581041711064,-0.6806720168311,-0.68445152893272,0.493690086991779,0.998946756446904,0.634409019836639,0.53362154909368,0.593603396169055,0.998765900847869,1.31508103666774,1.32209661794417,0.186135979857573,0.999961895137857,-0.402816768809354,-0.405045864110596,0.685443798409003,0.995988708758992,0.277855248021746,0.369647546469741,0.711645119458229,0.999382712621237,-1.03722578864599,-1.04273955420833,0.297068933218593,0.999581041711064,0.6806720168311,0.68445152893272,0.493690086991779,0.998946756446904,-0.634409019836639,-0.53362154909368,0.593603396169055,0.998765900847869,-1.31508103666774,-1.32209661794417,0.186135979857573,0.999961895137857,1865.81601492694,1220.65756514748,1927.8624,1458.4246,2337.0912,939.9035,1373.2391,776.1876,1352.9245,852.362
"ENSMUSG00000058078","Olfr1503-ps1","olfactory receptor 1503, pseudogene 1",NA,"404527",NA,NA,1636.70723604237,665.735801066716,516.987199373851,4875.98051626572,4462.88996308641,3487.93883121619,4704.12140246656,4810.76215785323,1413.41028380928,2476.02864143618,609.608471248859,212.381180468768,1892.7168514454,4112.97373123516,0.999833890762184,1.71449490617452,1.82019630766266,0.0687291152156078,0.995988708758992,1.02129465334813,1.43469143070854,0.151375047201344,0.999382712621237,0.485844864218257,0.515945600717356,0.605892403879918,0.999581041711064,-0.693200252826396,-0.735890192812106,0.461797526115773,0.998946756446904,-1.22865004195627,-1.09140060719099,0.275096645362696,0.998765900847869,-0.53544978912987,-0.568587498186251,0.569636110958791,0.999961895137857,-1.71449490617452,-1.82019630766266,0.0687291152156078,0.995988708758992,-1.02129465334813,-1.43469143070854,0.151375047201344,0.999382712621237,-0.485844864218257,-0.515945600717356,0.605892403879918,0.999581041711064,0.693200252826396,0.735890192812106,0.461797526115773,0.998946756446904,1.22865004195627,1.09140060719099,0.275096645362696,0.998765900847869,0.53544978912987,0.568587498186251,0.569636110958791,0.999961895137857,2562.73159050105,1789.23213345467,3775.825,1151.222,1860.742,2696.484,1420.2789,686.5805,1560.0141,3082.2737
"ENSMUSG00000058216","Gstp3","glutathione S-transferase pi 3","NM_001362043|NM_144869|NP_001348972|NP_659118|XM_006531725|XM_011248620|XM_030250873|XM_030250874|XP_006531788|XP_011246922|XP_030106733|XP_030106734","225884","10090.ENSMUSP00000140159",NA,3904.2421043464,2184.05285944184,4091.90909066675,4915.99260152848,1608.26520990823,274.086476557305,2345.51683970728,420.000627321309,1413.94572956993,1016.71659942131,2377.58490341843,860.468383483554,3321.50420921828,2587.79531777714,0.999833890762184,-1.32894562994147,-1.57774593787975,0.114623988200468,0.995988708758992,-0.746155759324722,-1.17165325520119,0.241336297519779,0.999382712621237,-1.89425346079432,-2.249056536886,0.0245088992951219,0.589058717541379,0.582789870616751,0.691970915528743,0.48895559407168,0.998946756446904,-0.565307830852852,-0.561630188714363,0.574368007591644,0.998765900847869,-1.1480977014696,-1.36328647658629,0.172792242368819,0.999961895137857,1.32894562994147,1.57774593787975,0.114623988200468,0.995988708758992,0.746155759324722,1.17165325520119,0.241336297519779,0.999382712621237,1.89425346079432,2.249056536886,0.0245088992951219,0.589058717541379,-0.582789870616751,-0.691970915528743,0.48895559407168,0.998946756446904,0.565307830852852,0.561630188714363,0.574368007591644,0.998765900847869,1.1480977014696,1.36328647658629,0.172792242368819,0.999961895137857,2237.29149659759,1423.48724429789,1212.363,3044.147,2032.814,4503.951,864.5248,1216.3575,1060.0049,582.715
"ENSMUSG00000058470","Gm8369","predicted gene 8369","NM_001164202|NP_001157674|XM_006527259|XM_006527260|XM_006527261|XM_006527263|XM_036161654|XP_006527322|XP_006527323|XP_006527324|XP_006527326|XP_036017547","666926","10090.ENSMUSP00000132521",NA,4145.67636282045,2384.60684740904,216.700055544899,1621.66878535035,627.001160856062,3362.57570933079,2596.68889381577,2589.04291614793,3078.24355502112,3428.34710694368,3303.23037485568,1236.62539036748,4173.59630565777,2797.99499858338,0.999833890762184,-0.414102621950467,-0.523531557899043,0.600604395957493,0.995988708758992,-0.286077193611394,-0.478431583231469,0.632343058840312,0.999382712621237,1.41567340881776,1.78855797599936,0.0736860308570844,0.961084175093427,0.128025428339073,0.161860802043558,0.871415471145396,0.998946756446904,1.82977603076823,1.93459294233821,0.0530402667822324,0.733467783409694,1.70175060242915,2.15003936481096,0.0315521011541226,0.785465297026026,0.414102621950467,0.523531557899043,0.600604395957493,0.995988708758992,0.286077193611394,0.478431583231469,0.632343058840312,0.999382712621237,-1.41567340881776,-1.78855797599936,0.0736860308570844,0.961084175093427,-0.128025428339073,-0.161860802043558,0.871415471145396,0.998946756446904,-1.82977603076823,-1.93459294233821,0.0530402667822324,0.733467783409694,-1.70175060242915,-2.15003936481096,0.0315521011541226,0.785465297026026,2540.14274733603,1217.83488109976,2450.7104,3265.1416,2987.9588,919.1844,1071.4076,1245.2642,1095.7109,993.4629
"ENSMUSG00000058607","Rpl31-ps20","ribosomal protein L31, pseudogene 20",NA,"625917",NA,NA,2379.2929061111,2472.85367184512,4146.85731733438,3937.54245659328,451.936442065385,1681.7404352943,1315.51456784821,2351.49704333035,4436.96816669971,526.893202074327,2360.95240838753,5001.45626042364,2471.14774124961,671.099891814263,0.999833890762184,-0.244870353401255,-0.279273724561963,0.780034769155061,0.995988708758992,-0.107804317073389,-0.162642808088638,0.870799679745766,0.999382712621237,-0.981624860705267,-1.1196589406342,0.262859128300985,0.999581041711064,0.137066036327867,0.156324779395592,0.875777025311708,0.998946756446904,-0.736754507304012,-0.703083023727355,0.48200401101578,0.998765900847869,-0.873820543631879,-0.996704815737276,0.318907811481144,0.999961895137857,0.244870353401255,0.279273724561963,0.780034769155061,0.995988708758992,0.107804317073389,0.162642808088638,0.870799679745766,0.999382712621237,0.981624860705267,1.1196589406342,0.262859128300985,0.999581041711064,-0.137066036327867,-0.156324779395592,0.875777025311708,0.998946756446904,0.736754507304012,0.703083023727355,0.48200401101578,0.998765900847869,0.873820543631879,0.996704815737276,0.318907811481144,0.999961895137857,2443.26803650509,1475.58095450541,2047.531,2426.073,2206.31,4042.2,1501.44748,66.15745,1808.6049,148.00796
"ENSMUSG00000058624","Gda","guanine deaminase","NM_010266|NP_034396|XM_006526680|XM_017318064|XP_006526743|XP_017173553","14544","10090.ENSMUSP00000084882","GO:0006725|GO:0046483|GO:1901564|GO:0044237|GO:0034641|GO:0009987|GO:0009112|GO:0006139|GO:0044238|GO:1901360|GO:0006807|GO:0072521|GO:0071704|GO:0044281|GO:0008152|GO:0055086|GO:0043169|GO:0005488|GO:0003824|GO:0008270|GO:0046914|GO:0016787|GO:0016810|GO:0046872|GO:0043167|GO:0005737|GO:0005829|GO:0110165|GO:0005622",814.115507595277,2262.25085851718,135.091135376905,1947.30079973945,4201.04335297412,2041.68662139411,2155.47758342615,1934.18517859582,1741.21248750127,2408.40065601475,2220.43626671753,232.410112685786,2117.19036959801,4284.49248070049,0.999833890762184,0.650965386465667,0.668875759559022,0.503574734383871,0.995988708758992,0.10030333233105,0.136357436284576,0.891538720251394,0.999382712621237,1.2143499830405,1.24751838788576,0.212207482254327,0.999581041711064,-0.550662054134617,-0.565804182738218,0.57152690277557,0.998946756446904,0.563384596574833,0.484233701282182,0.62822002176731,0.998765900847869,1.11404665070945,1.14445812562588,0.25243369438155,0.999961895137857,-0.650965386465667,-0.668875759559022,0.503574734383871,0.995988708758992,-0.10030333233105,-0.136357436284576,0.891538720251394,0.999382712621237,-1.2143499830405,-1.24751838788576,0.212207482254327,0.999581041711064,0.550662054134617,0.565804182738218,0.57152690277557,0.998946756446904,-0.563384596574833,-0.484233701282182,0.62822002176731,0.998765900847869,-1.11404665070945,-1.14445812562588,0.25243369438155,0.999961895137857,2035.37810077406,1191.39347868519,2414.721,1538.183,2252.586,1041.196,1010.178,1023.986,1436.436,1281.426
"ENSMUSG00000058816",NA,NA,NA,NA,NA,NA,3898.59805717113,568.635119111879,4933.53700556388,1364.92292744438,4458.10983863589,702.595606651809,2977.77145969169,4699.17880356076,4214.51411132653,2415.43767079467,23.1479427504083,4939.30744524737,1394.1887198106,2461.9558187586,0.999833890762184,0.610788640061661,0.574325648904077,0.565747455725235,0.995988708758992,0.602296653854808,0.749215806589342,0.453727143602987,0.999382712621237,0.114991942378628,0.108133135596174,0.913890083845366,0.999581041711064,-0.0084919862068527,-0.00798480391943083,0.993629115929895,0.998946756446904,-0.495796697683032,-0.390053371008435,0.696497081860088,0.998765900847869,-0.48730471147618,-0.458225981997734,0.646790095207858,0.999961895137857,-0.610788640061661,-0.574325648904077,0.565747455725235,0.995988708758992,-0.602296653854808,-0.749215806589342,0.453727143602987,0.999382712621237,-0.114991942378628,-0.108133135596174,0.913890083845366,0.999581041711064,0.0084919862068527,0.00798480391943083,0.993629115929895,0.998946756446904,0.495796697683032,0.390053371008435,0.696497081860088,0.998765900847869,0.48730471147618,0.458225981997734,0.646790095207858,0.999961895137857,2789.42146617997,1756.51631022616,3410.434,2233.617,2246.808,3149.23,1652.621,2354.639,1802.491,2523.391
"ENSMUSG00000058927",NA,NA,NA,NA,"10090.ENSMUSP00000072829",NA,4941.08475531029,3041.34751981905,4675.55008763729,1266.31179993673,3794.09187967275,4757.14699357719,1850.64087220407,1528.23071303219,178.19561778139,2676.29825533756,3116.32049995322,4217.41051235402,768.545619319787,2383.30926701082,0.999833890762184,-0.721042968447746,-0.81885912008899,0.412866795860298,0.995988708758992,-0.120398950512255,-0.180863082812104,0.856475046559254,0.999382712621237,-0.29499244903486,-0.334989206151926,0.737633228530671,0.999581041711064,0.600644017935491,0.682132879888923,0.495154931526207,0.998946756446904,0.426050519412886,0.404815375620344,0.685613225919628,0.998765900847869,-0.174593498522606,-0.198267606805182,0.84283569459326,0.999961895137857,0.721042968447746,0.81885912008899,0.412866795860298,0.995988708758992,0.120398950512255,0.180863082812104,0.856475046559254,0.999382712621237,0.29499244903486,0.334989206151926,0.737633228530671,0.999581041711064,-0.600644017935491,-0.682132879888923,0.495154931526207,0.998946756446904,-0.426050519412886,-0.404815375620344,0.685613225919628,0.998765900847869,0.174593498522606,0.198267606805182,0.84283569459326,0.999961895137857,2799.6060280676,1547.91200623796,2421.661,3991.216,2632.377,2970.931,1836.81,1343.317,1253.432,2410.696
"ENSMUSG00000059105","Olfr1504","olfactory receptor 1504","NM_146634|NP_666845","258627","10090.ENSMUSP00000077400","GO:0050789|GO:0050896|GO:0007165|GO:0051716|GO:0050794|GO:0003008|GO:0065007|GO:0007186|GO:0032501|GO:0007606|GO:0007154|GO:0007600|GO:0050877|GO:0009987|GO:0023052|GO:0038023|GO:0060089|GO:0004984|GO:0005488|GO:0004888",2152.46158149383,1176.28372912574,3200.54718920184,789.187975833811,2516.41843042318,4621.24740043086,117.043241917915,1094.52397560887,3909.6206091216,2017.53607629067,1073.81508173375,566.732068526244,5064.22058970055,1516.04959993927,0.999833890762184,0.55912811619338,0.539292782152709,0.589684848422064,0.995988708758992,0.259974858154222,0.3317363952315,0.740088316020867,0.999382712621237,0.297685090170399,0.287136304498098,0.77400795507178,0.999581041711064,-0.299153258039158,-0.288536069454046,0.772936424495877,0.998946756446904,-0.261443026022981,-0.210976984910716,0.832905230521214,0.998765900847869,0.0377102320161768,0.036373352009824,0.970984662130022,0.999961895137857,-0.55912811619338,-0.539292782152709,0.589684848422064,0.995988708758992,-0.259974858154222,-0.3317363952315,0.740088316020867,0.999382712621237,-0.297685090170399,-0.287136304498098,0.77400795507178,0.999581041711064,0.299153258039158,0.288536069454046,0.772936424495877,0.998946756446904,0.261443026022981,0.210976984910716,0.832905230521214,0.998765900847869,-0.0377102320161768,-0.036373352009824,0.970984662130022,0.999961895137857,2129.69196781058,1545.69826951668,2451.771,1664.373,2047.671,1994.868,1879.442,690.262,1769.511,1705.088
"ENSMUSG00000059326","Csf2ra","colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)","NM_009970|NP_034100|XM_011247130|XM_011247131|XM_011247132|XM_017318052|XM_036161418|XM_036161419|XM_036161420|XP_011245432|XP_011245433|XP_011245434|XP_017173541|XP_036017311|XP_036017312|XP_036017313|XR_003952743|XR_003952744|XR_003952745|XR_003952748|XR_004940112|XR_877658","12982","10090.ENSMUSP00000075423","GO:0010033|GO:0051716|GO:0007165|GO:0034097|GO:0070887|GO:0071310|GO:0007154|GO:0009987|GO:0050789|GO:0050896|GO:0071345|GO:0042221|GO:0050794|GO:0007166|GO:0065007|GO:0019221|GO:0023052|GO:0038023|GO:0060089|GO:0005515|GO:0004896|GO:0005488|GO:0019955|GO:0004888|GO:0043235|GO:0009897|GO:0009986|GO:0097478|GO:0032991|GO:0071944|GO:0110165|GO:0016020|GO:0098552|GO:0005886",3661.92740273821,4180.57869788146,2339.86207019946,346.270953714053,4729.29501577049,3973.23943500665,2466.44642320844,1948.67024484278,866.376039896799,4578.21220566233,3387.94323639737,4026.4694891637,716.414273404263,2026.89039865757,0.999833890762184,-0.487666096648703,-0.602870795600899,0.546594645486699,0.995988708758992,-0.0755770843701118,-0.123589240136834,0.90164051229385,0.999382712621237,1.05886885211639,1.30847843385465,0.190711084701707,0.999581041711064,0.412089012278591,0.509442549633635,0.610442057967474,0.998946756446904,1.5465349487651,1.59919008980466,0.109778371673959,0.938462316922869,1.13444593648651,1.40187953383875,0.160951222980772,0.999961895137857,0.487666096648703,0.602870795600899,0.546594645486699,0.995988708758992,0.0755770843701118,0.123589240136834,0.90164051229385,0.999382712621237,-1.05886885211639,-1.30847843385465,0.190711084701707,0.999581041711064,-0.412089012278591,-0.509442549633635,0.610442057967474,0.998946756446904,-1.5465349487651,-1.59919008980466,0.109778371673959,0.938462316922869,-1.13444593648651,-1.40187953383875,0.160951222980772,0.999961895137857,2803.47113475311,1480.79563030302,2796.805,3921.253,2947.186,1343.067,1555.1158,366.7418,1568.6501,1409.6818
"ENSMUSG00000059363","Fxn","frataxin","NM_008044|NP_032070|NR_157400","14297","10090.ENSMUSP00000080081",NA,4330.99410363498,3645.98863013244,3205.83345344508,317.079530512856,403.428541721005,882.550472239041,3658.43168521123,5035.90051762772,347.150599530246,912.972485369266,4106.37128239664,4120.42151728957,1915.73078251367,4607.3294614571,0.999833890762184,-0.94971412689186,-0.961043799048401,0.336530145897381,0.995988708758992,-0.601118325867261,-0.804641576887826,0.421026542336667,0.999382712621237,0.229842276468174,0.232542678058413,0.816116543255047,0.999581041711064,0.348595801024599,0.352766618419991,0.724263411514433,0.998946756446904,1.17955640336003,0.998584733366699,0.317995898710483,0.998765900847869,0.830960602335435,0.840752622984435,0.400486533532045,0.999961895137857,0.94971412689186,0.961043799048401,0.336530145897381,0.995988708758992,0.601118325867261,0.804641576887826,0.421026542336667,0.999382712621237,-0.229842276468174,-0.232542678058413,0.816116543255047,0.999581041711064,-0.348595801024599,-0.352766618419991,0.724263411514433,0.998946756446904,-1.17955640336003,-0.998584733366699,0.317995898710483,0.998765900847869,-0.830960602335435,-0.840752622984435,0.400486533532045,0.999961895137857,2677.87021879149,1784.82001424933,2065.492,3988.491,3132.565,1761.456,2149.144,484.372,1620.676,2042.657
"ENSMUSG00000059734","Ndufs8","NADH:ubiquinone oxidoreductase core subunit S8","NM_001271443|NM_001271444|NM_144870|NP_001258372|NP_001258373|NP_659119","225887","10090.ENSMUSP00000074600","GO:0009060|GO:0045333|GO:0006091|GO:0055114|GO:0044237|GO:0009987|GO:0015980|GO:0008152|GO:0003824|GO:0016491|GO:0070469|GO:0045272|GO:0098796|GO:0098803|GO:0032991|GO:1902494|GO:0098797|GO:1990204|GO:0045271|GO:0071944|GO:0110165|GO:0016020|GO:0030964|GO:0005886",2142.5368761047,549.606643232831,4883.8465008331,3919.71387632754,3639.96320739738,2928.95802725567,1861.87916228171,3042.14145502524,2122.1919726106,4727.61577875211,678.94585206562,48.9948035119449,528.680202573268,818.733484263984,0.999833890762184,1.01487631105249,0.979676441930069,0.327245858381764,0.995988708758992,0.999352617436563,1.27624267931465,0.201869745887465,0.999382712621237,-0.695197547178706,-0.671251389053133,0.502060396393368,0.999581041711064,-0.0155236936159268,-0.0149842048708344,0.988044781656342,0.998946756446904,-1.7100738582312,-1.38126345952088,0.167197969017229,0.998765900847869,-1.69455016461527,-1.63606468881904,0.101826049456208,0.999961895137857,-1.01487631105249,-0.979676441930069,0.327245858381764,0.995988708758992,-0.999352617436563,-1.27624267931465,0.201869745887465,0.999382712621237,0.695197547178706,0.671251389053133,0.502060396393368,0.999581041711064,0.0155236936159268,0.0149842048708344,0.988044781656342,0.998946756446904,1.7100738582312,1.38126345952088,0.167197969017229,0.998765900847869,1.69455016461527,1.63606468881904,0.101826049456208,0.999961895137857,2278.12913158826,1623.55316325223,2719.027,1346.072,1360.594,4401.78,722.4112,1126.3718,1904.4334,681.7447
